name,description,cuisine
Awadhi Style Sultani Dal Recipe - Awadhi Style Sultani Dal (Recipe in Hindi),"Awadhi Style Sultani Dal is an authentic recipe made in the Royal Kitchen. Cream and curd are used in this lentil, which makes it even more rich. Finally, ginger, garlic and green chillies are added to it.",Awadhi
अवधी स्टाइल तहरी रेसिपी - Awadhi Style Taheri (Recipe In Hindi),अवधी स्टाइल तहरी एक तरह का पुलाव है जिसमे चावल को सब्ज़िओ और मसालो के साथ पकाया जाता है. इसमें दही का भी प्रयोग किया जाता है जो इस टेहरी के स्वाद को और भी बढ़ाता है.,Awadhi
कच्चे टमाटर की चटनी रेसिपी - Raw Tomato Chutney (Recipe In Hindi),"कच्चे टमाटर की चटनी एक तीखी, खट्टी रेसिपी है जिसे कच्चे टमाटर और मसालो से बनाया जाता है. अगर आप कुछ नया बनाना चाहते है तो इस रेसिपी को जरूर बनाए। ",South Indian Recipes
मिजोरम स्टाइल हमार्चा रोत रेसिपी - Roasted Green Chilli Chutney (Recipe In Hindi,मिजोरम स्टाइल हमार्चा रोत एक सरल रेसिपी है जिसे नार्थ ईस्ट में खाने के साथ बनाया जाता है. यह एक खट्टी और तीखी रेसिपी है और 10 से 15 मिनट में बन जाती है. ,North East India Recipes
अमरुद की चटनी रेसिपी - Amrood Ki Chutney (Recipe In Hindi),अमरुद की चटनी दक्षिण भारत में एक प्रसिद्ध चटनी है जिसे हर घर में बनाया जाता है. यह एक खट्टी मीठी चटनी है और आप इसे नाश्ते या खाने में परोस सकते है.  ,Indian
Nuvula Pachdi Recipe - Nuvvula Pachadi (recipe in hindi),Nuvwula Pachadi is a simple chutney recipe made on the festival. This chutney is also called sesame sauce in Hindi. It is very easy to make and very few ingredients are used to make it.,Indian
Andhra Style Alam Pachadi Recipe - Adrak Chutney (Recipe in Hindi),"Andhra Style Alam Pachadi is a classic chutney that you can serve with idli, dosa. In this sauce, lentils, onions and spices are grinded and grinded. Coconut, jaggery and tamarind juice are also added to it. You can serve it like a side dish in your breakfast or food.",Andhra
मेथी पनीर भुर्जी रेसिपी - Methi Paneer Bhurji (Recipe In Hindi),मेथी पनीर भुर्जी एक स्वादिष्ठ उत्तरा भारतीय रेसिपी है जिसमे टमाटर की ग्रेवी बनाई जाती है. इसमें मेथी के पत्तो का भी इस्तेमाल किया जाता है जो इसके स्वाद को और भी बढ़ाता है. यह एक आसान रेसिपी है और आप इसे अपने रोज के खाने के लिए भी बना सकते है. ,North Indian Recipes
Navratan Korma Recipe - Navratan Korma (Recipe in Hindi),"Navratan Korma means no games and this vegetable is used 9 types of dry fruits and vegetables. 5 types of vegetables and 4 types of dry fruits have been used in this vegetable. Coconut milk has been added to this vegetable, but you can also add cream or milk.",North Indian Recipes
Atar Payesh Recipe (Sitaphal Kheer),Atar Payesh is a symphony of custard apple and milk. Milk that has been languorously reduced and which includes luscious custard apples. And some cream for indulgence. Bliss !! You can also make this recipe for festivals or any upcoming special occasion. ,Bengali Recipes
Instant Rava Appam With Vegetables Recipe,"Choosing Breakfast for family is always a tough job. You want it to be healthy and something which can be prepared easily so that you can complete your morning work on time. Therefore, here is a simple appam recipe which takes very less time to cook and is tasty too.",South Indian Recipes
Stuffed Matar & Gobi Paratha Recipe (Green Pea & Cauliflower Flat Bread),Stuffed Parathas during the winters is a must have and the best part you can get so many fresh vegetables which make the parathas even more tastier. These matar and gobi parathas are perfect winter morning breakfast and they are so filling. Fresh seasonal matar enhances the taste of this recipe so please do not use frozen peas here.,North Indian Recipes
Stuffed Arbi Paratha Recipe,Stuffed Arbi Paratha Recipe is a wonderful twist to get away from the usual stuffings of aloo and gobi in a paratha. Arbi is a healthy option to add it into your diet as it contains good amount of dietary fiber and lowers blood sugar levels.So therefore they can go into a diabetic friendly diet as well. The arbi is mixed with usual Indian spices and it is stuffed inside the dough and rolled thin. The paratha is then cooked on a griddle till it is golden brown. The paratha is also made with a no onion and no garlic option as well keeping it ayurvedic friendly.,North Indian Recipes
Karpooravalli Chutney Recipe (Tamil Nadu Chutney With Big Thyme),"Karpooravalli, also known as Doddapatre in Kannada, Big Thyme in English, Ajwain leaves in Hindi, Owa in Marathi and Panikoorka in Malayalam - is known to have a lot of medicinal values. This simple chutney with the leaves tastes good and helps to some extent to relieve you of cold and cough and aids in digestion. You can serve this along with South Indian breakfast recipes like idli or dosa, or even as a condiment with a wholesome meal.",Tamil Nadu
Khatti Sweet Tinda's vegetable recipe - Khatti Meethi Tinda Sabzi (Recipe in Hindi),"Khatti sweet Tinda's vegetable, also known as Tindora Nu Shak, is a simple recipe that is made in every house in Gujarat. Everyday spices are used in this vegetable made in 20 minutes. You can also pack it for your lunch box.",Indian
Pumpkin vegetable recipe - Pumpkin Sabzi with Panch Phoron Masala (Recipe in Hindi),"Pumpkin vegetable is a simple recipe in which Panch Foren Masala is used. It is easy to make, so you can also make it for your lunch box. This vegetable is made in mustard oil, which increases its taste even more.",South Indian Recipes
Besan and capsicum vegetable recipe - Besan Capsicum Ki Sabzi (Recipe in Hindi),"Besan is used a lot in Rajasthan. It is difficult to find vegetables in the desert, so different types of vegetables are made from gram flour. It is easy to make capsicum gram flour vegetable and you can also pack it in your lunch box.",Rajasthani
